Serial,Event,Country,Code Region,Region,gid,Code District,District,Code Commune,Commune,Location,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.
13382,HEAT WAVE,India,001IND019,Orissa,2015,001IND019002,Sundargarh,001IND019002007,Subdega,Urban areas,2010/5/10,one lakh rupees given to each affected families,HUMAN BEHAVIOR,Excess heat and high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,10,,,,,,10,,,,1000000,,,
13448,HEAT WAVE,India,001IND019,Orissa,2015,001IND019014,Angul,001IND019014011,Talcher,Urban areas,2011/5/14,Rs. 20000.00 was given to the affected families,HUMAN BEHAVIOR,Human Death due to excess heat ,Govt of Orissa- Special Relief Commissioner Office,,,,1,2,,,,,,2,,,,200000,,,
13449,HEAT WAVE,India,001IND019,Orissa,2015,001IND019015,Bargarh,001IND019015010,Bargarh,Urban areas,2011/5/14,20000.00 was given to the affected families as ex-gratia money,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,2,,,,,,2,,,,200000,,,
13450,HEAT WAVE,India,001IND019,Orissa,2015,001IND019007,Dhenkanal,001IND019007004,Kamakhyanagar,Urban areas,2011/5/14,Rs. 30000.00 was given to the affected families as ex-gratia money,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,3,,,,,,3,,,,300000,,,
13451,HEAT WAVE,India,001IND019,Orissa,2015,001IND019007,Dhenkanal,001IND019007007,Parjang,Urban areas,2011/5/13,Rs. 30000.00 was given as ex-gratia money to the affected families,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,3,,,,,,3,,,,300000,,,
13452,HEAT WAVE,India,001IND019,Orissa,2015,001IND019007,Dhenkanal,001IND019007004,Kamakhyanagar,Urban areas,2011/5/15,Rs. 20000.00 was given as ex-gratia money to the affected families,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,2,,,,,,2,,,,200000,,,
13453,HEAT WAVE,India,001IND019,Orissa,2015,001IND019012,Ganjam,001IND019012001,Chatrapur,Urban areas,2011/5/10,Rs. 10000.00 was given to the affected families,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,1,,,,,,1,,,,100000,,,
13454,HEAT WAVE,India,001IND019,Orissa,2015,001IND019020,Jagatsingpur,001IND019020009,Jagatsingpur,Urban areas,2011/5/11,Rs. 10000.00 was given to the affected families from CM's relief fund,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,1,,,,,,1,,,,100000,,,
13455,HEAT WAVE,India,001IND019,Orissa,2015,001IND019023,Kendrapara,001IND019023022,Pattamundai,Urban areas,2011/5/12,Rs. 10000.00 was given to the affected family,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,1,,,,,,1,,,,100000,,,
13456,HEAT WAVE,India,001IND019,Orissa,2015,001IND019001,Sambalpur,001IND019001003,Jujomura,Urban areas,2011/5/14,Rs.20000.00 was given to the affected families,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,2,,,,,,2,,,,200000,,,
13457,HEAT WAVE,India,001IND019,Orissa,2015,001IND019001,Sambalpur,,,9 villages of 3 GPs,2011/5/15,Rs. 10000.00 was given to each affected families as ex-gratia amount from the govt.,HUMAN MISTAKE,Heavy rain with hails,Govt of Orissa- Special Relief Commissioner Office,,,,1,2,,,,,,2,,,,200000,,,
13458,HEAT WAVE,India,001IND019,Orissa,2015,001IND019002,Sundargarh,001IND019002003,Rajgangpur,Urban areas,2011/5/16,Rs. 10000.00 was given to each affected families,HUMAN BEHAVIOR,Death due to high temperture,Govt of Orissa- Special Relief Commissioner Office,,,,1,3,,,,,,3,,,,300000,,,
637,HEAT WAVE,India,033, Tamil Nadu,1691,03302,CHENNAI,03302001,CHENNAI,Chennai,2001/5/21,,Other,,IMD DWE 2001,,@@30070,,1,4,,,,,,,,,,,,,
640,HEAT WAVE,India,033, Tamil Nadu,1691,03302,CHENNAI,03302001,CHENNAI,,2003/5/1,,Other,,IMD DWE 2003,,@@22651,,1,2,,,,,,,,,,,,,
UP599,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009034,Kanpur Nagar,,,,2002/5/21,,,Heat,N.P-Hindustan Lucknow 22 May 2002,,,,1,8,,,,,,,,,,,,,
UP600,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009036,Jhansi,,,,2002/5/21,,,Heat,N.P-Hindustan Lucknow 22 May 2002,,,,1,3,,,,,,,,,,,,,
UP601,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009018,Mainpuri,,,,2002/5/21,,,Heat,N.P-Hindustan Lucknow 22 May 2002,,,,1,1,,,,,,,,,,,,,
UP602,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009023,Kheri,IND009023004,Lakhimpur,,2002/5/21,,,Heat,N.P-Hindustan Lucknow 22 May 2002,,,,1,1,,,,,,,,,,,,,
UP603,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009049,Sultanpur,,,,2002/5/21,,,Heat,N.P-Hindustan Lucknow 22 May 2002,,,,1,1,,,,,,,,,,,,,
UP607,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009036,Jhansi,,,,2002/5/20,,,Heat,N.P-Hindustan Lucknow 21 May 2002,47 degree centigrade,,,1,4,,,,,,,,,,,,,
UP613,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009034,Kanpur Nagar,,,,2002/5/19,,,Heat,N.P-Hindustan Lucknow 20 May 2002,,,,1,4,,,,,,,,,,,,,
UP614,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009045,Allahabad,,,,2002/5/19,,,Heat,N.P-Hindustan Lucknow 20 May 2002,,,,1,3,,,,,,,,,,,,,
UP615,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,,,Mahoba,2002/5/19,,,Heat,N.P-Hindustan Lucknow 20 May 2002,,,,1,2,,,,,,,,,,,,,
UP617,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009018,Mainpuri,,,,2002/5/18,,,Heat,N.P-Hindustan Lucknow 19 May 2002,,,,1,2,,,,,,,,,,,,,
UP628,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009036,Jhansi,,,,2002/5/15,,,Heat,N.P-Hindustan Lucknow 16 May 2002,,,,1,2,,,,,,,,,,,,,
UP772,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009036,Jhansi,,,,2002/6/11,,,Heat,N.P-Hindustan Lucknow 12 Jun 2002,45 degree temperatur,,,1,2,,,,,,,,,,,,,
UP971,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,,,,2005/6/19,,,Temp high and no rain ,N.P- Hindustan Lucknow 20 June2005,47 degree temp.,,,1,5,,,,,,,,,,,,,
UP973,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009067,Varanasi,,,,2005/6/15,Diarrhoea & Japanies Enseflities start,,high temperature & humidity ,N.P- Hindustan Lucknow 16 June2005,,,,1,,,,,,13,,,,,,,,
UP976,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009067,Varanasi,,,,2005/6/21,"electronic power was disturbed from some days before. _x000D_
",,increasing of humidity,N.P- Hindustan Lucknow 22June2005,,,,1,21,,,,,,,,,,,,,
UP1325,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,IND009027003,Lucknow,,2004/5/21,,,,N.P.- Hindustan Lucknow 22 May 2004,,,,1,7,,,,,,,,,,,,,
UP1328,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009041,Chitrakoot,,,,2004/5/21,,,,N.P.- Hindustan Lucknow 22 May 2004,,,,1,2,,,,,,,,,,,,,
UP1329,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009038,Hamirpur,,,,2004/5/21,,,,N.P.- Hindustan Lucknow 22 May 2004,,,,1,2,,,,,,,,,,,,,
UP1339,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,,,,2004/5/18,The news is state level. ,,,N.P.- Hindustan Lucknow 19 May 2004,47.2degree cen. ,,,1,31,,,,,,,,,,,,,
UP1340,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,,,,2004/5/18,The news is state level. ,,,N.P.- Hindustan Lucknow 19 May 2004,,,,1,10,,,,,,,,,,,,,
UP1350,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,,,,2004/5/22,The news is state level. ,,,N.P.- Hindustan  Lucknow 23 May 2004,78 degree c,,,1,16,,,,,,,,,,,,,
UP1412,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009062,Mau,,,,2001/6/2,,,Heat,N.P-Dainik jagran Lko 3 Jun  2001,,,,1,6,,,,,,,,,,,,,
UP1971,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009027,Lucknow,IND009027003,Lucknow,Charbagh,1999/5/7,,,Heat ,N.P.-Rashtriya Sahara Lucknow 8May 1999,,,,1,1,,,,,,,,,,,,,
UP1973,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009038,Hamirpur,,,,1999/5/7,,,Heat,N.P.-Rashtriya Sahara Lucknow 8May 1999,,,,1,2,,,,,,,,,,,,,
UP1974,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009040,Banda,,,,1999/5/7,,,Heat,N.P.-Rashtriya Sahara Lucknow 8May 1999,,,,1,1,,,,,,,,,,,,,
UP1975,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009034,Kanpur Nagar,,,,1999/5/7,,,Heat,N.P.-Rashtriya Sahara Lucknow 8May 1999,,,,1,1,,,,,,,,,,,,,
UP1976,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009048,Ambedkar Nagar,,,,1999/5/5,,,Heat,N.P.-Rashtriya Sahara Lucknow 6May 1999,,,,1,1,,,,,,,,,,,,,
UP1977,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009044,Kaushambi,,,,1999/5/3,,,Heat,N.P.-Rashtriya Sahara Lucknow 4May 1999,,,,1,2,,,,,,,,,,,,,
UP1978,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009035,Jalaun,,,,1999/5/3,,,Heat wave,N.P.-Rashtriya Sahara Lucknow 4May 1999,,,,1,2,,,,,,,,,,,,,
UP1979,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009054,Siddharthnagar,,,,1999/5/3,,,Heat,N.P.-Rashtriya Sahara Lucknow 4May 1999,,,,1,1,,,,,,,,,,,,,
UP1980,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009059,Kushinagar,,,,1999/5/3,,,Heat,N.P.-Rashtriya Sahara Lucknow 4May 1999,,,,1,1,,,,,,,,,,,,,
UP1981,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009070,Sonbhadra,,,,1999/5/3,,,Heat,N.P.-Rashtriya Sahara Lucknow 4May 1999,,,,1,1,,,,,,,,,,,,,
UP1982,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009034,Kanpur Nagar,,,,1999/5/3,,,Heat,N.P.-Rashtriya Sahara Lucknow 4May 1999,,,,1,1,,,,,,,,,,,,,
UP2240,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009045,Allahabad,IND009045004,Bara,,2000/5/30,,,Over temreture of normal.,N.P.- Hindustan Lko. 31 May 2000,,,,1,1,,,,,,,,,,,,,
UP2241,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009068,Bhadohi,,,,2000/5/30,,,Over tempreture of normal.,N.P.- Hindustan Lko. 31 May 2000,,,,1,3,,,,,,60,,,,,,,
UP2550,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009045,Allahabad,,,,1998/5/30,,,,N.P. Hindustan Lko 31 May 1998,,,,1,3,,,,,,,,,,,,,
UP2552,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009036,Jhansi,,,,1998/5/30,This happened in a particular period. ,,,N.P. Hindustan Lko 31 May 1998,,,,1,24,,,,,,,,,,,,,
UP2838,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009040,Banda,,,,1994/6/1,,,High tempreture.,"N.P-Dainik Jagran, Lko 02 June 1994",,,,1,12,,,,,,,,,,,,,
UP2839,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009029,Farrukhabad,,,"Vill-Gangaganj Gurauli,Gursahayganj",1994/6/1,,,High temreture,"N.P-Dainik Jagran, Lko 02 June 1994",,,,1,3,,,,,,,,,,,,,
UP2977,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009067,Varanasi,,,,1995/6/13,Total death in a hot period.,,,N.P. Dainik Jagran lko. 14June1995,,,,1,64,,,,,,,,,,,,,
UP2982,HEAT WAVE,India,IND009,Uttar Pradesh,678,IND009020,Bareilly,,,,1995/6/19,,,,N.P. Dainik Jagran lko. 20June1995,,,,1,8,,,,,,,,,,,,,
2001-00001,HEAT WAVE,Honduras,08,FR. MORAZAN,1682,0823,SANTA LUCIA,,,,2001/3/4,"Consumio varias hectareas de bosque, daño varios postes del tendido electrico,	servicio de agua potable resulto parcialmente dañado",ATMOSPHCONDITION,,"Diario el Heraldo, pag 12",,,,1,,,,,,,,,,,,,,
2003-00024,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,2003/4/29,,ATMOSPHCONDITION,,El Heraldo 29 de abril de 2004,hasta 42 grados C,,,1,,,,,,,,,,,,,,
2003-00025,HEAT WAVE,Honduras,06,CHOLUTECA,61,0601,CHOLUTECA,,,,2003/4/29,,ATMOSPHCONDITION,,El Heraldo 29 de abril de 2003,,,,1,,,,,,,,,,,,,,
1982-00023,HEAT WAVE,Honduras,06,CHOLUTECA,61,0601,CHOLUTECA,,,,1982/5/13,"5 personas mueren sofocadas o por disminucion de presion sanguínea, todas con dolencia cardíaca. Se agrga a la ola de calor escaces de agua por culpa del SANAA y sin electricidad (para ventiladores) por culpa de ENEE.",UNKNOWN,,"el heraldo, viernes 14 mayo, DAFA",,,,1,,,,,,,,,,,,,,
1982-00024,HEAT WAVE,Honduras,17,VALLE,527,1701,NACAOME,,,,1982/5/13,"6 personas mueren sofocadas o por disminucion de presion sanguínea, todas con dolencia cardíaca. Se agrga a la ola de calor escaces de agua por culpa del SANAA y sin electricidad (para ventiladores) por culpa de ENEE.",UNKNOWN,,"el heraldo, viernes 14 mayo, DAFA",,,,1,,,,,,,,,,,,,,
1994-00136,HEAT WAVE,Honduras,08,FR. MORAZAN,1682,0801,DISTRITO CENTRAL,,,,1994/6/28,perdida de la energia electrica por periodo prolongado de tiempo.,OTHER,debilitamiento de la tension en cables.,Diario la Tribuna.28 de Junio 1994.E.F.S.V.1.,,,calor debilita tension electrica de los cables debido a alta,1,,,,,,,,,,,,,,
1994-00137,HEAT WAVE,Honduras,08,FR. MORAZAN,1682,,,,,,1994/6/28,perdida de la energia electrica por periodo prolongado de tiempo,OTHER,debilitamiento de la tension en cables.,Diario la Tribuna.28 de Junio 1994.E.F.S.V.1.,,,calor debilita tension electrica de los cables debido a alta,1,,,,,,,,,,,,,,
1987-00007,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,1987/3/30,Afecta siembra de postrera,DROUGHT,,"Diario La Prensa, pag. 11",,,,1,,,,,,,,,,,,,,1154
1987-00008,HEAT WAVE,Honduras,03,COMAYAGUA,2788,0301,COMAYAGUA,,,,1987/3/31,,DROUGHT,,"Diario La Prensa, pag. 56",,,,1,,,,,,,,,,,,,,50
1978-00057,HEAT WAVE,Honduras,16,STA BARBARA,797,1620,SAN LUIS,,,,1978/5/5,"282.92 Hectareas Quemadas, Fuertes olas de Calor",ATMOSPHCONDITION,,"La Tribuna, Viernes, KDZM",,,,1,,,,,,,,,,,,,,
1978-00058,HEAT WAVE,Honduras,16,STA BARBARA,797,1612,MACUELIZO,,,,1978/5/5,"282.92 Hectareas Quemadas, Fuertes olas de Calor",OTHER,,"La Tribuna Pag., Viernes, KDZM",,,,1,,,,,,,,,,,,,,
1978-00059,HEAT WAVE,Honduras,16,STA BARBARA,797,,,,,,1978/5/5,"282.92 Hectareas Quemadas, Fuertes olas de Calor",OTHER,,"La Tribuna Pag., Viernes, KDZM",,,,1,,,,,,,,,,,,,,
1978-00060,HEAT WAVE,Honduras,16,STA BARBARA,797,1601,SANTA BARBARA,,,,1978/5/5,"282.92 Hectareas Quemadas, Fuertes olas de Calor",OTHER,,"La Tribuna Pag., Viernes, KDZM",,,,1,,,,,,,,,,,,,,
1978-00064,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,1978/5/8,Enfermedades pulmonares y respiratorias,OTHER,Secuela de Ola de Calor,"La Tribuna Pag.14, Miercoles, KDZM",,,,1,,,,,,,,,,,,,,
1987-00109,HEAT WAVE,Honduras,15,OLANCHO,849,1518,SAN FRANCISCO DE BECERRA,,,,1987/11/14,Perdida de cosechas de frijol y algodon,DROUGHT,,"Diario El Heraldo, pag. 4 KELP",,,,1,,,,,,,,,,,,,,
1987-00110,HEAT WAVE,Honduras,10,INTIBUCA,447,1008,MAGDALENA,,,,1987/11/17,"Perdida de cosecha de postrera de maiz, arroz, frijol y maicillo",DROUGHT,,"Diario El Heraldo, pag. 3 KELP",,,,1,,,,,,,,,,,,,,
1987-00190,HEAT WAVE,Honduras,18,YORO,2704,1804,EL PROGRESO,,,,1987/3/30,2 personas muertas por asfixia,ATMOSPHCONDITION,,"Diario El Heraldo, pag. 50 KELP",,,,1,,,,,,,,,,,,,,
1978-00082,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,1978/5/8,Enfermedades respiratorias en la población infantil.,DROUGHT,Altas temperaturas.,"Diario La Tribuna, 08 de Mayo de 1978, pag. 14 GJG",,,,1,,,,,,,,,,,,,,
1985-00010,HEAT WAVE,Honduras,06,CHOLUTECA,61,0601,CHOLUTECA,,,,1985/10/14,Sequía debido a Falta de agua. Falla de electricidad,DROUGHT,,"La Tribuna, Pag 28, KDZM",,,,1,,,,,,,,,,,,,,
1970-00010,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,1970/5/28,Muchos de los habitantes de esta zona estan siendo severamente afectadas con la escacez de este vital liquido.,DROUGHT,Intensa escacez de agua.,"Diario La Prensa, Pag 2, 29 de mayo de 1970, KYCG",,,,1,,,,,,,,,,,,,,
1970-00025,HEAT WAVE,Honduras,18,YORO,2704,,,,,,1970/5/3,Grandes extensiones de pasto para ganado han quedado quemadas por el sol.,DROUGHT,Fuerte verano por el temporal de calor.,"Diario La Prensa, Pag 20, 05 de mayo de 1970, KYCG",,,,1,,,,,,,,,,,,,,
1970-00028,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,1970/4/8,"Problemas en las instalaciones de educacion, posibilidades de brotes infecciosos.",DROUGHT,Intenso verano.,"Diario La Prensa, Pag 2, 10 de mayo de 1970, KYCG",,,,1,,,,,,,,,,,,,,
2011-00157,HEAT WAVE,Honduras,08,FR. MORAZAN,1682,0801,DISTRITO CENTRAL,,,,2011/4/1,5 niños ingresados con quemaduras por exposición al sol.,ENSO_GIRL,,"Diario La Tribuna, www.latribuna.hn, KELP",,,,1,,5,,,,,,,,,,,,
2011-00160,HEAT WAVE,Honduras,05,CORTES,3043,0501,SAN PEDRO SULA,,,,2011/3/29,Temperaturas de 38 grados centigrados a 40 grados aumentan incidencia de lesiones de la piel,ENSO_GIRL,,"Diario La Tribuna, www.latribuna.hn, KELP",,,,1,,,,,,,,,,,,,,
2011-00165,HEAT WAVE,Honduras,15,OLANCHO,849,1503,CATACAMAS,,,,2011/3/28,100 familias sin agua por sequía,DROUGHT,,"Diario La Tribuna, www.latribuna.hn, KELP",,,,1,,,,,,,500,,,,,,,
2011-00208,HEAT WAVE,Honduras,08,FR. MORAZAN,1682,0801,DISTRITO CENTRAL,,,,2011/3/31,Las temperaturas oscilaron entre 30-36 grados.,DROUGHT,Comienzo del verano.,"El Heraldo, Miércoles 30 de Marzo de 2011, Pag. 22,CMR.",,,,1,,,,,,,,,,,,,,
80-28,HEATWAVE,Mexico,19,NUEVO LEON,2940,19039,Monterrey,,,,1980/2/22,Se registran cincuenta niños deshidratados debido a la ola de calor y escasez de agua. Alto índice de niños deshidratados debido al intenso calor que se sufre en la zona y a la escases de agua debida al agotamiento de los mantos freáticos.,OTHER, En toda la ciudad,Excélsior 23/02/1980:27a,,,,1,,50,,,,,,,,,,,,
80-40,HEATWAVE,Mexico,19,NUEVO LEON,2940,19039,Monterrey,,,,1980/3/10,Ola de calor sumada a la escasez de agua en 50 colonias ocasionó un saldo de 50 niños deshidratados.,OTHER,,Excélsior 11/03/1980:28a,,,,1,,50,,,,,,,,,,,,
80-69,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28027,Nuevo Laredo,,,,1980/5/12,Diez niños resultaron deshidratados por el repentino aumento en la temperatura hasta 40 grados.,OTHER,,Excélsior 13/05/1980:33a,,,,1,,10,,,,,,,,,,,,
80-80,HEATWAVE,Mexico,14,JALISCO,310,14039,Guadalajara,,,,1980/5/19,Se reportan 600 niños deshidratados por día como promedio debido al intenso calor y a la escasez de agua.,OTHER,,Excélsior 20/05/1980:34a,,,,1,,600,,,,,,,,,,,,
80-84,HEATWAVE,Mexico,25,SINALOA,2612,25006,Culiacán,,,,1980/5/29,Unos 150 niños deshidratados se han repotado diariamente desde que inició la ola de calor. Con temperaturas de hasta 44 grados a la sombra  en uno de los días trascurrieron se tuvo la muerte de 13000 aves y en otro día de otras 5000. Además se encuentran  amenazadas unas 700000 cabezas de ganado.,OTHER,,Excélsior 01/06/1980:4a,,,18 mil aves,1,,450,,,,,,,,,,,,
80-87,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,1980/6/7,Las altas temperaturas de 41 grados sumadas a la escasez de agua han generado 500 casos de deshidratación.,OTHER,Temperaturas de hasta 41° C,Excélsior 08/06/1980:34a,,,,1,,500,,,,,,,,,,,,
80-91,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,1980/6/11,Las temperaturas aumentan en esta entidad a 48 grados centigrados  provocando la deshidratación a 814 menores,OTHER,Temperatura de hasta 48° C,Excélsior 12/06/1980:5a,,,,1,,814,,,,,,,,,,,,
80-99,HEATWAVE,Mexico,26,SONORA,1449,26030,Hermosillo,,,,1980/6/22,Debido a la intensa ola de calor que se ha registrado en los últimos días sobre esta entidad en este dia se registraro 5 niños y 3 adultos muertos por deshidratación e insolación.,OTHER,,Excélsior 21/06/1980:4a,,,,1,7,,,,,,,,,,,,,
80-101,HEATWAVE,Mexico,28,TAMAULIPAS,2408,28022,Matamoros,,,,1980/6/24,Ocho niños fueron hospitalizados por deshidratación debido a la intensa ola de calor. De 10 a 12 casos diariamente.,OTHER,Temperaturas de hasta 40° C,Excélsior 25/06/1980:27a,,,,1,,8,,,,,,,,,,,,
80-104,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,1980/6/28,Debido a la fuerte ola de calor y sequía  veinte personas fueron hospitalizadas por síntomas de deshidratación  de las cuales dos murieron.,ATMOSPHCONDITION,Altas temperaturas y falta de lluvuas,Excélsior 29/06/1980:4a,,,,1,2,20,,,,,,,,,,,,
80-135,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,1980/7/28,Intensa ola de calor a ocasionado la muerte de 21 personas y más de cien enfermos por deshidratación y males gastrointestinales.,OTHER,,Excélsior 01/08/1980:31a,,,,1,21,100,,,,,,,,,,,,
81-81,HEATWAVE,Mexico,19,NUEVO LEON,2940,19039,Monterrey,,,,1981/5/19,Deshidratación y enfermedades gastrointestinales por las altas temperaturas.,OTHER,,El Universal,,,,1,1,100,,,,,,,,,,,,
81-82,HEATWAVE,Mexico,25,SINALOA,2612,25012,Mazatlán,,,,1981/5/21,Pérdida de la producción de huevo.//Pérdidas de tres millones de pesos por la muerte de pollos de engorda.,OTHER,,Excélsior 1981/05/21:28a,,,pollos de engorda y pérdida en prod. de huevo,1,,,,,,,,,,,12000000,,,
81-90,HEATWAVE,Mexico,14,JALISCO,310,14039,Guadalajara,,,,1981/6/6,Temperaturas de 35 grados a la sombra. Colonias popolares las más afectadas. 600 casos de deshidratación y enfermedades gastrointestinales.,OTHER,,Excélsior 1981/06/07,,,,1,,600,,,,,,,,,,,,
81-105,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02004,Tijuana,,,,1981/6/16,Casos de deshidratación y enfermedades gastrointestinales.,OTHER,Temperaturas de 42° C,Excélsior 1981/06/17:31,,,,1,,247,,,,,,,,,,,,
81-143,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,1981/7/12,Temperaturas de 44 grados a la sombra. Casos de deshidratación y enfermedades gastrointestinales.,OTHER,,Excélsior 1981/07/13:26a,,,,1,12,1500,,,,,,,,,,,,
81-151,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,1981/7/14,,OTHER,,Excélsior 1981/07/15:2d,,,,1,,,,,,,,,,,,,,
81-153,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,1981/7/15,Casos de deshidratación y enfermedades gastrointestinales.,OTHER,,Excélsior 1981/07/16:31a,,,,1,21,2723,,,,,,,,,,,,
81-170,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,1981/8/14,,OTHER,44 ° C a la sombra,Excélsior 1981/07/15:2d,,,,1,14,4000,,,,,,,,,,,,
81-193,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02004,Tijuana,,,,1981/8/28,Casos de deshidratación//,OTHER,45 grados C a la sombra,Excélsior 1981/08/29:11a,,,,1,,16,,,,,,,,,,,,
81-196,HEATWAVE,Mexico,25,SINALOA,2612,25006,Culiacán,,,,1981/8/29,400 menores hospitalizados.//,OTHER,Temperaturas de 45° C,Excélsior 1981/08/30:10d,,,30 mil pollos de engorda muertos,1,17,400,,,,,,,,,,,,
81-205,HEATWAVE,Mexico,02,BAJA CALIFORNIA,833,02002,Mexicali,,,,1981/9/3,Casos de deshidratación y enfermedades gastrointestinales.,OTHER,,Excélsior 1981/09/04:7d,,,,1,,290,,,,,,,,,,,,
82-51,HEATWAVE,Mexico,11,GUANAJUATO,1117,11017,Irapuato,,,,1982/5/20,Los muertos fueron niños deshidratados,ATMOSPHCONDITION,Altas temperaturas,Excélsior 20/05/82:32A,,,,1,15,3000,,,,,,,,,,,,
82-82,HEATWAVE,Mexico,01,AGUASCALIENTES,34,01001,Aguascalientes,,,,1982/5/8,Los muertos eran niños y 80% no había cumplido 1 año de edad.,ATMOSPHCONDITION,Temperaturas de 38°C,Excélsior 8/05/82:28A,,,,1,42,,,,,,,,,,,,,
82-95,HEATWAVE,Mexico,08,CHIHUAHUA,1209,08037,Juárez,,,,1982/5/26,La mayoría de los heridos son niños deshidratados. El día 28/05/82:36A cita 7 niños muertos. El día 3/06/82:11D cita 3 niños más fallecidos. El día 4/06/82:34A continúan en 44°C. El día 7/06/82:41A otros 3 niños muertos y 47°C. El día 15/06/82:35A se repo rtan otras 6 personas fallecidas. El día 25/06/82:36A dice que va un total de 35 mueryos por el calor.,OTHER,Temperaturas hasta de 44°C a la sombra,Excélsior 27/05/82:34A,,,,1,35,84,,,,,,,,,,,,
